timestamp,buyer,seller,symbol,currency,price,quantity
3200,,,EMERALDS,XIRECS,9992.0,8
5000,,,EMERALDS,XIRECS,9992.0,7
31400,,,EMERALDS,XIRECS,10008.0,3
39900,,,EMERALDS,XIRECS,9992.0,7
42400,,,EMERALDS,XIRECS,9992.0,5
51300,,,EMERALDS,XIRECS,9992.0,7
55300,,,EMERALDS,XIRECS,9992.0,6
55700,,,EMERALDS,XIRECS,9992.0,4
62700,,,EMERALDS,XIRECS,9992.0,8
66700,,,EMERALDS,XIRECS,10008.0,7
67300,,,EMERALDS,XIRECS,9992.0,7
73700,,,EMERALDS,XIRECS,9992.0,3
80400,,,EMERALDS,XIRECS,9992.0,3
83800,,,EMERALDS,XIRECS,9992.0,7
87600,,,EMERALDS,XIRECS,9992.0,8
93900,,,EMERALDS,XIRECS,10008.0,7
95100,,,EMERALDS,XIRECS,9992.0,7
96500,,,EMERALDS,XIRECS,10008.0,6
98000,,,EMERALDS,XIRECS,9992.0,7
98400,,,EMERALDS,XIRECS,10008.0,7
101200,,,EMERALDS,XIRECS,10008.0,6
101600,,,EMERALDS,XIRECS,10000.0,6
103700,,,EMERALDS,XIRECS,9992.0,5
108000,,,EMERALDS,XIRECS,9992.0,4
110700,,,EMERALDS,XIRECS,9992.0,6
128400,,,EMERALDS,XIRECS,9992.0,3
131700,,,EMERALDS,XIRECS,10008.0,8
132100,,,EMERALDS,XIRECS,9992.0,6
133700,,,EMERALDS,XIRECS,10008.0,8
133900,,,EMERALDS,XIRECS,9992.0,3
135500,,,EMERALDS,XIRECS,9992.0,5
135600,,,EMERALDS,XIRECS,9992.0,7
141300,,,EMERALDS,XIRECS,9992.0,6
146100,,,EMERALDS,XIRECS,10008.0,4
152000,,,EMERALDS,XIRECS,9992.0,4
154700,,,EMERALDS,XIRECS,9992.0,6
158300,,,EMERALDS,XIRECS,10008.0,3
170100,,,EMERALDS,XIRECS,10000.0,6
182700,,,EMERALDS,XIRECS,10008.0,5
207500,,,EMERALDS,XIRECS,10008.0,7
210000,,,EMERALDS,XIRECS,9992.0,6
212200,,,EMERALDS,XIRECS,9992.0,5
218400,,,EMERALDS,XIRECS,10008.0,3
219300,,,EMERALDS,XIRECS,10008.0,3
225900,,,EMERALDS,XIRECS,10008.0,8
234400,,,EMERALDS,XIRECS,10008.0,8
236300,,,EMERALDS,XIRECS,10008.0,3
242000,,,EMERALDS,XIRECS,10008.0,5
243600,,,EMERALDS,XIRECS,9992.0,4
262900,,,EMERALDS,XIRECS,10008.0,8
285700,,,EMERALDS,XIRECS,9992.0,6
294500,,,EMERALDS,XIRECS,10008.0,4
297400,,,EMERALDS,XIRECS,9992.0,7
298900,,,EMERALDS,XIRECS,9992.0,7
300000,,,EMERALDS,XIRECS,10008.0,5
309300,,,EMERALDS,XIRECS,10008.0,4
314400,,,EMERALDS,XIRECS,9992.0,8
315900,,,EMERALDS,XIRECS,9992.0,8
327400,,,EMERALDS,XIRECS,9992.0,4
335500,,,EMERALDS,XIRECS,10000.0,3
336100,,,EMERALDS,XIRECS,10008.0,8
356500,,,EMERALDS,XIRECS,10008.0,8
360100,,,EMERALDS,XIRECS,9992.0,5
369300,,,EMERALDS,XIRECS,9992.0,4
383600,,,EMERALDS,XIRECS,10008.0,5
385100,,,EMERALDS,XIRECS,10008.0,5
392300,,,EMERALDS,XIRECS,9992.0,5
396700,,,EMERALDS,XIRECS,9992.0,4
398500,,,EMERALDS,XIRECS,10000.0,4
403300,,,EMERALDS,XIRECS,9992.0,6
412400,,,EMERALDS,XIRECS,9992.0,5
415900,,,EMERALDS,XIRECS,10000.0,6
416000,,,EMERALDS,XIRECS,9992.0,7
416500,,,EMERALDS,XIRECS,10008.0,5
418000,,,EMERALDS,XIRECS,9992.0,4
424700,,,EMERALDS,XIRECS,10008.0,6
426700,,,EMERALDS,XIRECS,9992.0,5
434400,,,EMERALDS,XIRECS,9992.0,8
439100,,,EMERALDS,XIRECS,10008.0,5
439400,,,EMERALDS,XIRECS,9992.0,7
442600,,,EMERALDS,XIRECS,9992.0,6
447400,,,EMERALDS,XIRECS,10000.0,4
450300,,,EMERALDS,XIRECS,10008.0,6
453700,,,EMERALDS,XIRECS,10008.0,5
453800,,,EMERALDS,XIRECS,9992.0,5
455400,,,EMERALDS,XIRECS,10008.0,6
458200,,,EMERALDS,XIRECS,9992.0,6
459800,,,EMERALDS,XIRECS,10008.0,4
460700,,,EMERALDS,XIRECS,9992.0,7
463900,,,EMERALDS,XIRECS,10008.0,8
467200,,,EMERALDS,XIRECS,9992.0,6
471900,,,EMERALDS,XIRECS,9992.0,7
472800,,,EMERALDS,XIRECS,10008.0,7
479200,,,EMERALDS,XIRECS,10008.0,3
479600,,,EMERALDS,XIRECS,10008.0,7
483900,,,EMERALDS,XIRECS,10008.0,6
484200,,,EMERALDS,XIRECS,10008.0,5
493900,,,EMERALDS,XIRECS,9992.0,6
506500,,,EMERALDS,XIRECS,10008.0,6
509600,,,EMERALDS,XIRECS,9992.0,3
512300,,,EMERALDS,XIRECS,9992.0,7
513500,,,EMERALDS,XIRECS,9992.0,7
516500,,,EMERALDS,XIRECS,10008.0,6
524900,,,EMERALDS,XIRECS,9992.0,5
533600,,,EMERALDS,XIRECS,9992.0,7
555400,,,EMERALDS,XIRECS,10008.0,4
555500,,,EMERALDS,XIRECS,10008.0,4
559200,,,EMERALDS,XIRECS,10008.0,7
567700,,,EMERALDS,XIRECS,9992.0,5
568900,,,EMERALDS,XIRECS,9992.0,5
572200,,,EMERALDS,XIRECS,10008.0,4
575900,,,EMERALDS,XIRECS,10008.0,4
577000,,,EMERALDS,XIRECS,9992.0,3
578200,,,EMERALDS,XIRECS,10008.0,3
579500,,,EMERALDS,XIRECS,9992.0,5
585600,,,EMERALDS,XIRECS,10008.0,4
597400,,,EMERALDS,XIRECS,10008.0,8
598500,,,EMERALDS,XIRECS,9992.0,3
601500,,,EMERALDS,XIRECS,10008.0,5
609700,,,EMERALDS,XIRECS,9992.0,6
610700,,,EMERALDS,XIRECS,10008.0,7
629500,,,EMERALDS,XIRECS,10008.0,8
631100,,,EMERALDS,XIRECS,9992.0,6
631600,,,EMERALDS,XIRECS,9992.0,4
632500,,,EMERALDS,XIRECS,10008.0,3
635600,,,EMERALDS,XIRECS,9992.0,4
642300,,,EMERALDS,XIRECS,9992.0,3
643400,,,EMERALDS,XIRECS,10000.0,6
646200,,,EMERALDS,XIRECS,10008.0,8
650800,,,EMERALDS,XIRECS,9992.0,6
662200,,,EMERALDS,XIRECS,9992.0,8
662700,,,EMERALDS,XIRECS,10008.0,6
664100,,,EMERALDS,XIRECS,10008.0,6
667000,,,EMERALDS,XIRECS,9992.0,4
672000,,,EMERALDS,XIRECS,10008.0,7
674600,,,EMERALDS,XIRECS,9992.0,5
680100,,,EMERALDS,XIRECS,9992.0,8
681100,,,EMERALDS,XIRECS,9992.0,8
681400,,,EMERALDS,XIRECS,9992.0,5
690800,,,EMERALDS,XIRECS,9992.0,3
699400,,,EMERALDS,XIRECS,10008.0,6
705800,,,EMERALDS,XIRECS,10008.0,3
710900,,,EMERALDS,XIRECS,9992.0,6
713600,,,EMERALDS,XIRECS,10008.0,3
722200,,,EMERALDS,XIRECS,10008.0,4
727400,,,EMERALDS,XIRECS,10008.0,5
732600,,,EMERALDS,XIRECS,10008.0,7
738100,,,EMERALDS,XIRECS,10000.0,5
738700,,,EMERALDS,XIRECS,10008.0,5
744500,,,EMERALDS,XIRECS,9992.0,4
748600,,,EMERALDS,XIRECS,10008.0,6
751800,,,EMERALDS,XIRECS,10008.0,3
753700,,,EMERALDS,XIRECS,10008.0,3
756500,,,EMERALDS,XIRECS,10008.0,5
757300,,,EMERALDS,XIRECS,10008.0,6
759900,,,EMERALDS,XIRECS,9992.0,4
760100,,,EMERALDS,XIRECS,10008.0,8
762400,,,EMERALDS,XIRECS,10008.0,7
764200,,,EMERALDS,XIRECS,10008.0,8
781400,,,EMERALDS,XIRECS,9992.0,6
785800,,,EMERALDS,XIRECS,9992.0,6
792200,,,EMERALDS,XIRECS,9992.0,4
800600,,,EMERALDS,XIRECS,10008.0,5
810900,,,EMERALDS,XIRECS,9992.0,8
815200,,,EMERALDS,XIRECS,9992.0,3
817300,,,EMERALDS,XIRECS,9992.0,6
822000,,,EMERALDS,XIRECS,9992.0,3
828100,,,EMERALDS,XIRECS,10008.0,7
832300,,,EMERALDS,XIRECS,10008.0,3
834800,,,EMERALDS,XIRECS,9992.0,7
842700,,,EMERALDS,XIRECS,10008.0,6
848100,,,EMERALDS,XIRECS,10008.0,8
850100,,,EMERALDS,XIRECS,9992.0,5
862700,,,EMERALDS,XIRECS,10008.0,6
863700,,,EMERALDS,XIRECS,9992.0,6
864500,,,EMERALDS,XIRECS,9992.0,7
864600,,,EMERALDS,XIRECS,10008.0,5
870700,,,EMERALDS,XIRECS,10008.0,5
875800,,,EMERALDS,XIRECS,10008.0,6
881200,,,EMERALDS,XIRECS,9992.0,8
881400,,,EMERALDS,XIRECS,9992.0,7
883400,,,EMERALDS,XIRECS,10008.0,5
885900,,,EMERALDS,XIRECS,9992.0,4
894400,,,EMERALDS,XIRECS,10008.0,4
900200,,,EMERALDS,XIRECS,10008.0,8
904500,,,EMERALDS,XIRECS,9992.0,3
905000,,,EMERALDS,XIRECS,10008.0,7
